"evento_data","horario","reservas","checkins","no-show","(%) no-show"
"2024-09-06","15:00:00","75","58","17","22.67%"
"2024-09-06","15:30:00","64","70","-6","-9.38%"
"2024-09-06","16:00:00","73","73","0","0.00%"
"2024-09-06","16:30:00","74","46","28","37.84%"
"2024-09-06","17:00:00","77","8","69","89.61%"
"2024-09-06","19:00:00","2","0","2","100.00%"
"2024-09-07","10:00:00","4","0","4","100.00%"
"2024-09-07","10:30:00","2","0","2","100.00%"
"2024-09-07","11:00:00","7","0","7","100.00%"
"2024-09-07","11:30:00","5","0","5","100.00%"
"2024-09-07","12:00:00","2","0","2","100.00%"
"2024-09-07","13:00:00","2","0","2","100.00%"
"2024-09-07","13:30:00","5","0","5","100.00%"
"2024-09-07","14:00:00","16","0","16","100.00%"
"2024-09-07","14:30:00","1","0","1","100.00%"
"2024-09-07","15:00:00","5","0","5","100.00%"
"2024-09-07","15:30:00","2","0","2","100.00%"
"2024-09-07","16:00:00","2","0","2","100.00%"
"2024-09-07","16:30:00","2","0","2","100.00%"
"2024-09-07","17:00:00","2","0","2","100.00%"
"2024-09-08","09:30:00","0","18","-18","0.00%"
"2024-09-08","10:00:00","114","179","-65","-57.02%"
"2024-09-08","10:30:00","102","131","-29","-28.43%"
"2024-09-08","11:00:00","129","129","0","0.00%"
"2024-09-08","11:30:00","138","132","6","4.35%"
"2024-09-08","12:00:00","119","130","-11","-9.24%"
"2024-09-08","12:30:00","97","105","-8","-8.25%"
"2024-09-08","13:00:00","112","83","29","25.89%"
"2024-09-08","13:30:00","72","64","8","11.11%"
"2024-09-08","14:00:00","93","109","-16","-17.20%"
"2024-09-08","14:30:00","141","101","40","28.37%"
"2024-09-08","15:00:00","87","157","-70","-80.46%"
"2024-09-08","15:30:00","134","113","21","15.67%"
"2024-09-08","16:00:00","126","49","77","61.11%"
"2024-09-08","16:30:00","47","90","-43","-91.49%"
"2024-09-08","17:00:00","121","14","107","88.43%"
"2024-09-08","19:00:00","1","0","1","100.00%"
"2024-09-10","09:30:00","0","132","-132","0.00%"
"2024-09-10","10:00:00","503","171","332","66.00%"
"2024-09-10","10:30:00","517","259","258","49.90%"
"2024-09-10","11:00:00","474","181","293","61.81%"
"2024-09-10","11:30:00","468","196","272","58.12%"
"2024-09-10","12:00:00","233","229","4","1.72%"
"2024-09-10","12:30:00","356","152","204","57.30%"
"2024-09-10","13:00:00","238","127","111","46.64%"
"2024-09-10","13:30:00","217","195","22","10.14%"
"2024-09-10","14:00:00","430","215","215","50.00%"
"2024-09-10","14:30:00","369","202","167","45.26%"
"2024-09-10","15:00:00","445","198","247","55.51%"
"2024-09-10","15:30:00","272","253","19","6.99%"
"2024-09-10","16:00:00","386","215","171","44.30%"
"2024-09-10","16:30:00","269","165","104","38.66%"
"2024-09-10","17:00:00","284","131","153","53.87%"
"2024-09-10","17:30:00","190","166","24","12.63%"
"2024-09-10","18:00:00","186","152","34","18.28%"
"2024-09-10","18:30:00","292","159","133","45.55%"
"2024-09-10","19:00:00","511","105","406","79.45%"
"2024-09-10","19:30:00","0","16","-16","0.00%"
"2024-09-11","10:00:00","22","77","-55","-250.00%"
"2024-09-11","10:30:00","71","61","10","14.08%"
"2024-09-11","11:00:00","47","39","8","17.02%"
"2024-09-11","11:30:00","38","51","-13","-34.21%"
"2024-09-11","12:00:00","54","23","31","57.41%"
"2024-09-11","12:30:00","23","30","-7","-30.43%"
"2024-09-11","13:00:00","28","34","-6","-21.43%"
"2024-09-11","13:30:00","34","34","0","0.00%"
"2024-09-11","14:00:00","33","50","-17","-51.52%"
"2024-09-11","14:30:00","49","20","29","59.18%"
"2024-09-11","15:00:00","26","38","-12","-46.15%"
"2024-09-11","15:30:00","33","35","-2","-6.06%"
"2024-09-11","16:00:00","42","30","12","28.57%"
"2024-09-11","16:30:00","22","29","-7","-31.82%"
"2024-09-11","17:00:00","40","5","35","87.50%"
"2024-09-12","09:30:00","0","13","-13","0.00%"
"2024-09-12","10:00:00","13","70","-57","-438.46%"
"2024-09-12","10:30:00","65","50","15","23.08%"
"2024-09-12","11:00:00","48","51","-3","-6.25%"
"2024-09-12","11:30:00","43","23","20","46.51%"
"2024-09-12","12:00:00","35","30","5","14.29%"
"2024-09-12","12:30:00","28","31","-3","-10.71%"
"2024-09-12","13:00:00","30","41","-11","-36.67%"
"2024-09-12","13:30:00","30","27","3","10.00%"
"2024-09-12","14:00:00","43","32","11","25.58%"
"2024-09-12","14:30:00","41","38","3","7.32%"
"2024-09-12","15:00:00","40","53","-13","-32.50%"
"2024-09-12","15:30:00","31","33","-2","-6.45%"
"2024-09-12","16:00:00","55","42","13","23.64%"
"2024-09-12","16:30:00","23","24","-1","-4.35%"
"2024-09-12","17:00:00","52","2","50","96.15%"
"2024-09-13","09:30:00","0","20","-20","0.00%"
"2024-09-13","10:00:00","38","92","-54","-142.11%"
"2024-09-13","10:30:00","73","46","27","36.99%"
"2024-09-13","11:00:00","57","75","-18","-31.58%"
"2024-09-13","11:30:00","58","51","7","12.07%"
"2024-09-13","12:00:00","47","26","21","44.68%"
"2024-09-13","12:30:00","26","19","7","26.92%"
"2024-09-13","13:00:00","37","46","-9","-24.32%"
"2024-09-13","13:30:00","49","47","2","4.08%"
"2024-09-13","14:00:00","34","36","-2","-5.88%"
"2024-09-13","14:30:00","49","61","-12","-24.49%"
"2024-09-13","15:00:00","61","52","9","14.75%"
"2024-09-13","15:30:00","49","48","1","2.04%"
"2024-09-13","16:00:00","85","33","52","61.18%"
"2024-09-13","16:30:00","53","22","31","58.49%"
"2024-09-13","17:00:00","25","4","21","84.00%"
"2024-09-13","19:00:00","2","0","2","100.00%"
"2024-09-13","19:30:00","2","0","2","100.00%"
"2024-09-14","09:30:00","0","13","-13","0.00%"
"2024-09-14","10:00:00","51","69","-18","-35.29%"
"2024-09-14","10:30:00","77","116","-39","-50.65%"
"2024-09-14","11:00:00","81","83","-2","-2.47%"
"2024-09-14","11:30:00","72","80","-8","-11.11%"
"2024-09-14","12:00:00","85","60","25","29.41%"
"2024-09-14","12:30:00","64","86","-22","-34.38%"
"2024-09-14","13:00:00","85","56","29","34.12%"
"2024-09-14","13:30:00","50","71","-21","-42.00%"
"2024-09-14","14:00:00","65","80","-15","-23.08%"
"2024-09-14","14:30:00","72","89","-17","-23.61%"
"2024-09-14","15:00:00","101","70","31","30.69%"
"2024-09-14","15:30:00","70","96","-26","-37.14%"
"2024-09-14","16:00:00","88","63","25","28.41%"
"2024-09-14","16:30:00","82","39","43","52.44%"
"2024-09-14","17:00:00","57","10","47","82.46%"
"2024-09-14","17:30:00","0","2","-2","0.00%"
"2024-09-15","09:30:00","0","12","-12","0.00%"
"2024-09-15","10:00:00","30","92","-62","-206.67%"
"2024-09-15","10:30:00","87","99","-12","-13.79%"
"2024-09-15","11:00:00","108","99","9","8.33%"
"2024-09-15","11:30:00","91","98","-7","-7.69%"
"2024-09-15","12:00:00","88","79","9","10.23%"
"2024-09-15","12:30:00","75","77","-2","-2.67%"
"2024-09-15","13:00:00","81","80","1","1.23%"
"2024-09-15","13:30:00","72","54","18","25.00%"
"2024-09-15","14:00:00","59","78","-19","-32.20%"
"2024-09-15","14:30:00","88","87","1","1.14%"
"2024-09-15","15:00:00","84","66","18","21.43%"
"2024-09-15","15:30:00","79","53","26","32.91%"
"2024-09-15","16:00:00","56","41","15","26.79%"
"2024-09-15","16:30:00","44","68","-24","-54.55%"
"2024-09-15","17:00:00","60","0","60","100.00%"
"2024-09-16","19:00:00","34","0","34","100.00%"
"2024-09-17","09:30:00","0","124","-124","0.00%"
"2024-09-17","10:00:00","479","198","281","58.66%"
"2024-09-17","10:30:00","291","242","49","16.84%"
"2024-09-17","11:00:00","321","219","102","31.78%"
"2024-09-17","11:30:00","238","127","111","46.64%"
"2024-09-17","12:00:00","95","109","-14","-14.74%"
"2024-09-17","12:30:00","222","152","70","31.53%"
"2024-09-17","13:00:00","265","213","52","19.62%"
"2024-09-17","13:30:00","259","173","86","33.20%"
"2024-09-17","14:00:00","389","227","162","41.65%"
"2024-09-17","14:30:00","308","110","198","64.29%"
"2024-09-17","15:00:00","390","272","118","30.26%"
"2024-09-17","15:30:00","327","236","91","27.83%"
"2024-09-17","16:00:00","310","219","91","29.35%"
"2024-09-17","16:30:00","278","177","101","36.33%"
"2024-09-17","17:00:00","321","184","137","42.68%"
"2024-09-17","17:30:00","204","161","43","21.08%"
"2024-09-17","18:00:00","257","159","98","38.13%"
"2024-09-17","18:30:00","218","173","45","20.64%"
"2024-09-17","19:00:00","366","64","302","82.51%"
"2024-09-17","19:30:00","0","18","-18","0.00%"
"2024-09-18","10:00:00","6","75","-69","-1150.00%"
"2024-09-18","10:30:00","103","32","71","68.93%"
"2024-09-18","11:00:00","33","44","-11","-33.33%"
"2024-09-18","11:30:00","50","47","3","6.00%"
"2024-09-18","12:00:00","27","32","-5","-18.52%"
"2024-09-18","12:30:00","34","30","4","11.76%"
"2024-09-18","13:00:00","35","26","9","25.71%"
"2024-09-18","13:30:00","26","30","-4","-15.38%"
"2024-09-18","14:00:00","30","27","3","10.00%"
"2024-09-18","14:30:00","50","75","-25","-50.00%"
"2024-09-18","15:00:00","32","30","2","6.25%"
"2024-09-18","15:30:00","67","25","42","62.69%"
"2024-09-18","16:00:00","25","25","0","0.00%"
"2024-09-18","16:30:00","28","39","-11","-39.29%"
"2024-09-18","17:00:00","39","1","38","97.44%"
"2024-09-18","19:00:00","12","0","12","100.00%"
"2024-09-19","09:30:00","0","6","-6","0.00%"
"2024-09-19","10:00:00","8","36","-28","-350.00%"
"2024-09-19","10:30:00","36","38","-2","-5.56%"
"2024-09-19","11:00:00","28","42","-14","-50.00%"
"2024-09-19","11:30:00","50","28","22","44.00%"
"2024-09-19","12:00:00","30","46","-16","-53.33%"
"2024-09-19","12:30:00","44","19","25","56.82%"
"2024-09-19","13:00:00","25","29","-4","-16.00%"
"2024-09-19","13:30:00","18","36","-18","-100.00%"
"2024-09-19","14:00:00","38","37","1","2.63%"
"2024-09-19","14:30:00","47","39","8","17.02%"
"2024-09-19","15:00:00","39","43","-4","-10.26%"
"2024-09-19","15:30:00","39","31","8","20.51%"
"2024-09-19","16:00:00","40","43","-3","-7.50%"
"2024-09-19","16:30:00","40","35","5","12.50%"
"2024-09-19","17:00:00","54","2","52","96.30%"
"2024-09-19","19:00:00","20","0","20","100.00%"
"2024-09-20","09:30:00","0","12","-12","0.00%"
"2024-09-20","10:00:00","32","79","-47","-146.88%"
"2024-09-20","10:30:00","63","71","-8","-12.70%"
"2024-09-20","11:00:00","52","55","-3","-5.77%"
"2024-09-20","11:30:00","48","50","-2","-4.17%"
"2024-09-20","12:00:00","72","41","31","43.06%"
"2024-09-20","12:30:00","35","36","-1","-2.86%"
"2024-09-20","13:00:00","34","50","-16","-47.06%"
"2024-09-20","13:30:00","68","55","13","19.12%"
"2024-09-20","14:00:00","70","43","27","38.57%"
"2024-09-20","14:30:00","21","56","-35","-166.67%"
"2024-09-20","15:00:00","48","57","-9","-18.75%"
"2024-09-20","15:30:00","66","68","-2","-3.03%"
"2024-09-20","16:00:00","53","54","-1","-1.89%"
"2024-09-20","16:30:00","57","48","9","15.79%"
"2024-09-20","17:00:00","74","9","65","87.84%"
"2024-09-20","19:00:00","2","0","2","100.00%"
"2024-09-21","09:30:00","0","4","-4","0.00%"
"2024-09-21","10:00:00","46","109","-63","-136.96%"
"2024-09-21","10:30:00","114","72","42","36.84%"
"2024-09-21","11:00:00","92","80","12","13.04%"
"2024-09-21","11:30:00","97","79","18","18.56%"
"2024-09-21","12:00:00","98","64","34","34.69%"
"2024-09-21","12:30:00","65","43","22","33.85%"
"2024-09-21","13:00:00","54","67","-13","-24.07%"
"2024-09-21","13:30:00","89","46","43","48.31%"
"2024-09-21","14:00:00","73","66","7","9.59%"
"2024-09-21","14:30:00","97","43","54","55.67%"
"2024-09-21","15:00:00","65","47","18","27.69%"
"2024-09-21","15:30:00","80","73","7","8.75%"
"2024-09-21","16:00:00","93","71","22","23.66%"
"2024-09-21","16:30:00","73","61","12","16.44%"
"2024-09-21","17:00:00","78","9","69","88.46%"
"2024-09-21","17:30:00","0","204","-204","0.00%"
"2024-09-21","19:00:00","9","0","9","100.00%"
"2024-09-22","09:30:00","0","19","-19","0.00%"
"2024-09-22","10:00:00","45","112","-67","-148.89%"
"2024-09-22","10:30:00","70","89","-19","-27.14%"
"2024-09-22","11:00:00","113","93","20","17.70%"
"2024-09-22","11:30:00","88","99","-11","-12.50%"
"2024-09-22","12:00:00","88","60","28","31.82%"
"2024-09-22","12:30:00","53","75","-22","-41.51%"
"2024-09-22","13:00:00","61","61","0","0.00%"
"2024-09-22","13:30:00","85","114","-29","-34.12%"
"2024-09-22","14:00:00","87","107","-20","-22.99%"
"2024-09-22","14:30:00","120","73","47","39.17%"
"2024-09-22","15:00:00","90","47","43","47.78%"
"2024-09-22","15:30:00","40","46","-6","-15.00%"
"2024-09-22","16:00:00","51","51","0","0.00%"
"2024-09-22","16:30:00","74","47","27","36.49%"
"2024-09-22","17:00:00","58","3","55","94.83%"
"2024-09-24","09:30:00","0","54","-54","0.00%"
"2024-09-24","10:00:00","383","203","180","47.00%"
"2024-09-24","10:30:00","336","248","88","26.19%"
"2024-09-24","11:00:00","352","214","138","39.20%"
"2024-09-24","11:30:00","198","168","30","15.15%"
"2024-09-24","12:00:00","202","107","95","47.03%"
"2024-09-24","12:30:00","157","141","16","10.19%"
"2024-09-24","13:00:00","206","125","81","39.32%"
"2024-09-24","13:30:00","210","184","26","12.38%"
"2024-09-24","14:00:00","364","170","194","53.30%"
"2024-09-24","14:30:00","324","150","174","53.70%"
"2024-09-24","15:00:00","366","273","93","25.41%"
"2024-09-24","15:30:00","239","223","16","6.69%"
"2024-09-24","16:00:00","290","222","68","23.45%"
"2024-09-24","16:30:00","263","188","75","28.52%"
"2024-09-24","17:00:00","274","198","76","27.74%"
"2024-09-24","17:30:00","212","180","32","15.09%"
"2024-09-24","18:00:00","282","173","109","38.65%"
"2024-09-24","18:30:00","279","164","115","41.22%"
"2024-09-24","19:00:00","414","100","314","75.85%"
"2024-09-25","09:30:00","0","9","-9","0.00%"
"2024-09-25","10:00:00","11","41","-30","-272.73%"
"2024-09-25","10:30:00","39","36","3","7.69%"
"2024-09-25","11:00:00","40","64","-24","-60.00%"
"2024-09-25","11:30:00","66","52","14","21.21%"
"2024-09-25","12:00:00","24","21","3","12.50%"
"2024-09-25","12:30:00","18","11","7","38.89%"
"2024-09-25","13:00:00","15","24","-9","-60.00%"
"2024-09-25","13:30:00","20","20","0","0.00%"
"2024-09-25","14:00:00","24","30","-6","-25.00%"
"2024-09-25","14:30:00","57","18","39","68.42%"
"2024-09-25","15:00:00","21","25","-4","-19.05%"
"2024-09-25","15:30:00","25","56","-31","-124.00%"
"2024-09-25","16:00:00","52","35","17","32.69%"
"2024-09-25","16:30:00","37","15","22","59.46%"
"2024-09-25","17:00:00","18","2","16","88.89%"
"2024-09-26","09:30:00","0","6","-6","0.00%"
"2024-09-26","10:00:00","14","57","-43","-307.14%"
"2024-09-26","10:30:00","48","27","21","43.75%"
"2024-09-26","11:00:00","30","36","-6","-20.00%"
"2024-09-26","11:30:00","35","29","6","17.14%"
"2024-09-26","12:00:00","28","22","6","21.43%"
"2024-09-26","12:30:00","16","19","-3","-18.75%"
"2024-09-26","13:00:00","24","16","8","33.33%"
"2024-09-26","13:30:00","12","16","-4","-33.33%"
"2024-09-26","14:00:00","24","21","3","12.50%"
"2024-09-26","14:30:00","20","50","-30","-150.00%"
"2024-09-26","15:00:00","49","63","-14","-28.57%"
"2024-09-26","15:30:00","67","60","7","10.45%"
"2024-09-26","16:00:00","57","24","33","57.89%"
"2024-09-26","16:30:00","34","33","1","2.94%"
"2024-09-26","17:00:00","31","6","25","80.65%"
"2024-09-26","19:00:00","17","0","17","100.00%"
"2024-09-27","09:30:00","0","5","-5","0.00%"
"2024-09-27","10:00:00","23","84","-61","-265.22%"
"2024-09-27","10:30:00","59","53","6","10.17%"
"2024-09-27","11:00:00","36","71","-35","-97.22%"
"2024-09-27","11:30:00","78","59","19","24.36%"
"2024-09-27","12:00:00","67","32","35","52.24%"
"2024-09-27","12:30:00","38","22","16","42.11%"
"2024-09-27","13:00:00","27","39","-12","-44.44%"
"2024-09-27","13:30:00","36","43","-7","-19.44%"
"2024-09-27","14:00:00","42","45","-3","-7.14%"
"2024-09-27","14:30:00","61","61","0","0.00%"
"2024-09-27","15:00:00","71","69","2","2.82%"
"2024-09-27","15:30:00","25","38","-13","-52.00%"
"2024-09-27","16:00:00","38","36","2","5.26%"
"2024-09-27","16:30:00","52","59","-7","-13.46%"
"2024-09-27","17:00:00","77","1","76","98.70%"
"2024-09-28","09:30:00","0","24","-24","0.00%"
"2024-09-28","10:00:00","51","129","-78","-152.94%"
"2024-09-28","10:30:00","81","91","-10","-12.35%"
"2024-09-28","11:00:00","100","124","-24","-24.00%"
"2024-09-28","11:30:00","122","74","48","39.34%"
"2024-09-28","12:00:00","71","70","1","1.41%"
"2024-09-28","12:30:00","84","80","4","4.76%"
"2024-09-28","13:00:00","75","63","12","16.00%"
"2024-09-28","13:30:00","91","66","25","27.47%"
"2024-09-28","14:00:00","61","93","-32","-52.46%"
"2024-09-28","14:30:00","69","71","-2","-2.90%"
"2024-09-28","15:00:00","91","79","12","13.19%"
"2024-09-28","15:30:00","73","58","15","20.55%"
"2024-09-28","16:00:00","65","67","-2","-3.08%"
"2024-09-28","16:30:00","66","80","-14","-21.21%"
"2024-09-28","17:00:00","90","3","87","96.67%"
"2024-09-29","09:30:00","0","19","-19","0.00%"
"2024-09-29","10:00:00","50","185","-135","-270.00%"
"2024-09-29","10:30:00","303","126","177","58.42%"
"2024-09-29","11:00:00","162","115","47","29.01%"
"2024-09-29","11:30:00","136","119","17","12.50%"
"2024-09-29","12:00:00","114","93","21","18.42%"
"2024-09-29","12:30:00","89","82","7","7.87%"
"2024-09-29","13:00:00","99","100","-1","-1.01%"
"2024-09-29","13:30:00","122","75","47","38.52%"
"2024-09-29","14:00:00","77","74","3","3.90%"
"2024-09-29","14:30:00","72","66","6","8.33%"
"2024-09-29","15:00:00","86","75","11","12.79%"
"2024-09-29","15:30:00","64","71","-7","-10.94%"
"2024-09-29","16:00:00","86","55","31","36.05%"
"2024-09-29","16:30:00","80","37","43","53.75%"
"2024-09-29","17:00:00","45","14","31","68.89%"
"2024-09-29","19:00:00","9","0","9","100.00%"
"2024-10-01","09:30:00","0","67","-67","0.00%"
"2024-10-01","10:00:00","344","179","165","47.97%"
"2024-10-01","10:30:00","249","183","66","26.51%"
"2024-10-01","11:00:00","284","150","134","47.18%"
"2024-10-01","11:30:00","180","119","61","33.89%"
"2024-10-01","12:00:00","138","105","33","23.91%"
"2024-10-01","12:30:00","119","94","25","21.01%"
"2024-10-01","13:00:00","107","90","17","15.89%"
"2024-10-01","13:30:00","148","145","3","2.03%"
"2024-10-01","14:00:00","265","183","82","30.94%"
"2024-10-01","14:30:00","324","171","153","47.22%"
"2024-10-01","15:00:00","46","146","-100","-217.39%"
"2024-10-01","15:30:00","393","199","194","49.36%"
"2024-10-01","16:00:00","283","136","147","51.94%"
"2024-10-01","16:30:00","198","158","40","20.20%"
"2024-10-01","17:00:00","233","141","92","39.48%"
"2024-10-01","17:30:00","140","160","-20","-14.29%"
"2024-10-01","18:00:00","216","116","100","46.30%"
"2024-10-01","18:30:00","215","108","107","49.77%"
"2024-10-01","19:00:00","299","30","269","89.97%"
"2024-10-02","09:30:00","0","1","-1","0.00%"
"2024-10-02","10:00:00","16","42","-26","-162.50%"
"2024-10-02","10:30:00","128","21","107","83.59%"
"2024-10-02","11:00:00","24","16","8","33.33%"
"2024-10-02","11:30:00","14","20","-6","-42.86%"
"2024-10-02","12:00:00","16","20","-4","-25.00%"
"2024-10-02","12:30:00","19","14","5","26.32%"
"2024-10-02","13:00:00","14","17","-3","-21.43%"
"2024-10-02","13:30:00","23","29","-6","-26.09%"
"2024-10-02","14:00:00","24","17","7","29.17%"
"2024-10-02","14:30:00","14","24","-10","-71.43%"
"2024-10-02","15:00:00","21","23","-2","-9.52%"
"2024-10-02","15:30:00","28","31","-3","-10.71%"
"2024-10-02","16:00:00","30","16","14","46.67%"
"2024-10-02","16:30:00","24","9","15","62.50%"
"2024-10-02","17:00:00","14","2","12","85.71%"
